date,country,location,cases_new,deaths_new,cases_cumulative,deaths_cumulative,hcw_cumulative,cases_cumulative_confirmed,deaths_cumulative_confirmed,cumulative_confirmed_hcw,notes,link
2014-06-20,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Telimele,0,1,25,9,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Boffa,,,21,12,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Boke,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Dubreka,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Guinea,Kouroussa,,,1,1,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 33 deaths; Gueckedou, 226 cases and 177 deaths; Macenta, 41 cases and 28 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 6 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 9 deaths; Boffa, 21 cases and 12 deaths; and Kouroussa, 1 case and 1 death. Currently, 19 patients are in EVD Treatment Centres in Conakry (9), Gueckedou (9), and Telimele (1).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,,0,4,158,34,,147,34,,"The word case refers to an aggregate of suspected, probable and confirmed. Between 18 and 20 June 2014, there were no new cases in Sierra Leone, but 4 new deaths were reported from Kailahun (0 cases and 3 deaths) and Kenema (0 new cases and 1 death). This brings the cumulative number of cases and deaths reported from Sierra Leone to 158 (147 confirmed, 8 probable, and 3 suspected) and 34 deaths from confirmed cases (*).

The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).

The number of contacts currently being followed-up countrywide is 37 from Kailahun. Community health workers are being trained to do follow-up and contact listing is continuing in Kenema, Kailahun, Kambia, and Port Loko.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Kailahun,0,3,135,32,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Kenema,0,1,19,2,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Kambia,,,1,0,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Koinadugu,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Bombali,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Bo,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Kono,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Freetown,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Port Loko,,,2,0,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Kono,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-20,Sierra Leone,Western,,,1,0,,,,,"The geographical distribution of these cases and deaths is as follows: Kailahun, 135 cases and 32 deaths; Kambia, 1 case and 0 deaths; Port Loko, 2 cases and 0 deaths; Kenema, 19 cases and 2 deaths; and Western, 1 case and 0 deaths. Currently, 52 patients are in EVD Treatment Centres in Kenema (12) and Kailahun (40).",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,,,,51,34,,34,,,"Between 19 and 22 June 2014, a total of 10 new cases and 8 new deaths were reported from Lofa (8 cases and 6 deaths) and Montserrado (2 cases and 2 deaths). This brings the cumulative number of cases and deaths reported from Liberia to 51 (34 confirmed, 10 probable, and 7 suspected) and 34 deaths.

The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.

The number of contacts currently being followed-up countrywide is 232 and are distributed as follows: Lofa, 112 and Montserrado, 120. So far, 40.7% (159 completed the follow-up period out of a 391 contacts registered since the beginning of the outbreak) have completed the mandatory 21-day observation period.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,Foya,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,Lofa,,,36,21,,,,,"The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,Montserrado,,,11,11,,,,,"The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,Margibi,,,2,2,,,,,"The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-22,Liberia,Nimba,,,2,0,,,,,"The geographical distribution of these cases and deaths is as follows: Lofa, 36 cases and 21 deaths; Montserrado, 11 cases and 11 deaths; Margibi, 2 cases and 2 deaths; and Nimba, 2 cases and 0 deaths. Currently, 15 patients are in the EVD Treatment Centre in Lofa.",http://www.who.int/csr/don/2014_06_24_ebola/en/
2014-06-29,Guinea,,3,5,413,303,,293,193,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 25 and 30 June 2014, 22 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 3 new cases and 5 deaths; Liberia, 8 new cases with 7 deaths; and Sierra Leone 11 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 30 June 2014, the cumulative number of cases attributed to EVD in the three countries stands at 759, including 467 deaths. The distribution and classification of the cases are as follows: Guinea, 413 cases (293 confirmed, 88 probable, and 32 suspected) and 303 deaths (193 confirmed, 82 probable, and 28 suspected); Liberia, 107 cases (52 confirmed, 21 probable, and 34 suspected) and 65 deaths (33 confirmed, 17 probable, and 15 suspected); and Sierra Leone, 239 cases (199 confirmed, 31 probable, and 9 suspected) and 99 deaths (65 confirmed, 29 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_01_ebola/en/
2014-06-29,Sierra Leone,,11,2,239,99,,199,65,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 25 and 30 June 2014, 22 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 3 new cases and 5 deaths; Liberia, 8 new cases with 7 deaths; and Sierra Leone 11 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 30 June 2014, the cumulative number of cases attributed to EVD in the three countries stands at 759, including 467 deaths. The distribution and classification of the cases are as follows: Guinea, 413 cases (293 confirmed, 88 probable, and 32 suspected) and 303 deaths (193 confirmed, 82 probable, and 28 suspected); Liberia, 107 cases (52 confirmed, 21 probable, and 34 suspected) and 65 deaths (33 confirmed, 17 probable, and 15 suspected); and Sierra Leone, 239 cases (199 confirmed, 31 probable, and 9 suspected) and 99 deaths (65 confirmed, 29 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_01_ebola/en/
2014-06-29,Liberia,,8,7,107,65,,52,33,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 25 and 30 June 2014, 22 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 3 new cases and 5 deaths; Liberia, 8 new cases with 7 deaths; and Sierra Leone 11 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 30 June 2014, the cumulative number of cases attributed to EVD in the three countries stands at 759, including 467 deaths. The distribution and classification of the cases are as follows: Guinea, 413 cases (293 confirmed, 88 probable, and 32 suspected) and 303 deaths (193 confirmed, 82 probable, and 28 suspected); Liberia, 107 cases (52 confirmed, 21 probable, and 34 suspected) and 65 deaths (33 confirmed, 17 probable, and 15 suspected); and Sierra Leone, 239 cases (199 confirmed, 31 probable, and 9 suspected) and 99 deaths (65 confirmed, 29 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_01_ebola/en/
2014-07-02,Guinea,,0,2,412,305,,292,194,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 1and 2 July 2014, 21 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 0 new case and 2 deaths; Liberia, 8 new cases with 10 deaths; and Sierra Leone 13 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD. 

As of 2 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 779, including 481 deaths. The distribution and classification of the cases are as follows: Guinea, 412 cases (292 confirmed, 100 probable, and 20 suspected) and 305 deaths (194 confirmed, 94 probable, and 17 suspected); Liberia, 115 cases (54 confirmed, 24 probable, and 37 suspected) and 75 deaths (38 confirmed, 22 probable, and 15 suspected); and Sierra Leone, 252 cases (211 confirmed, 35 probable, and 6 suspected) and 101 deaths (67 confirmed, 29 probable, and 5 suspected). A table summarizing the statistics is found at the end.
",http://www.who.int/csr/don/don_updates/en/
2014-07-02,Sierra Leone,,13,2,252,101,,211,67,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 1and 2 July 2014, 21 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 0 new case and 2 deaths; Liberia, 8 new cases with 10 deaths; and Sierra Leone 13 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD. 

As of 2 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 779, including 481 deaths. The distribution and classification of the cases are as follows: Guinea, 412 cases (292 confirmed, 100 probable, and 20 suspected) and 305 deaths (194 confirmed, 94 probable, and 17 suspected); Liberia, 115 cases (54 confirmed, 24 probable, and 37 suspected) and 75 deaths (38 confirmed, 22 probable, and 15 suspected); and Sierra Leone, 252 cases (211 confirmed, 35 probable, and 6 suspected) and 101 deaths (67 confirmed, 29 probable, and 5 suspected). A table summarizing the statistics is found at the end.
",http://www.who.int/csr/don/don_updates/en/
2014-07-02,Liberia,,8,10,115,75,,54,38,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 1and 2 July 2014, 21 new cases of EVD, including 14 deaths, were reported from the three countries, as follows: Guinea, 0 new case and 2 deaths; Liberia, 8 new cases with 10 deaths; and Sierra Leone 13 new cases and 2 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD. 

As of 2 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 779, including 481 deaths. The distribution and classification of the cases are as follows: Guinea, 412 cases (292 confirmed, 100 probable, and 20 suspected) and 305 deaths (194 confirmed, 94 probable, and 17 suspected); Liberia, 115 cases (54 confirmed, 24 probable, and 37 suspected) and 75 deaths (38 confirmed, 22 probable, and 15 suspected); and Sierra Leone, 252 cases (211 confirmed, 35 probable, and 6 suspected) and 101 deaths (67 confirmed, 29 probable, and 5 suspected). A table summarizing the statistics is found at the end.
",http://www.who.int/csr/don/don_updates/en/
2014-07-06,Guinea,,2,0,408,307,,294,195,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 3 and 6 July 2014, 50 new cases of EVD, including 25 deaths, were reported from the three countries as follows: Guinea, 0 new cases and 2 deaths; Liberia, 16 new cases with 9 deaths; and Sierra Leone 34 new cases and 14 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 6 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 844, including 518 deaths. The distribution and classification of the cases are as follows: Guinea, 408 cases (294 confirmed, 96 probable, and 18 suspected) and 307 deaths (195 confirmed, 96 probable, and 16 suspected); Liberia, 131 cases (63 confirmed, 30 probable, and 38 suspected) and 84 deaths (41 confirmed, 28 probable, and 15 suspected); and Sierra Leone, 305 cases (269 confirmed, 34 probable, and 2 suspected) and 127 deaths (114 confirmed, 11 probable, and 2 suspected).",http://www.who.int/csr/don/2014_07_07_ebola/en/
2014-07-06,Sierra Leone,,34,9,305,127,,269,114,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 3 and 6 July 2014, 50 new cases of EVD, including 25 deaths, were reported from the three countries as follows: Guinea, 0 new cases and 2 deaths; Liberia, 16 new cases with 9 deaths; and Sierra Leone 34 new cases and 14 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 6 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 844, including 518 deaths. The distribution and classification of the cases are as follows: Guinea, 408 cases (294 confirmed, 96 probable, and 18 suspected) and 307 deaths (195 confirmed, 96 probable, and 16 suspected); Liberia, 131 cases (63 confirmed, 30 probable, and 38 suspected) and 84 deaths (41 confirmed, 28 probable, and 15 suspected); and Sierra Leone, 305 cases (269 confirmed, 34 probable, and 2 suspected) and 127 deaths (114 confirmed, 11 probable, and 2 suspected).",http://www.who.int/csr/don/2014_07_07_ebola/en/
2014-07-06,Liberia,,16,14,131,84,,63,41,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 3 and 6 July 2014, 50 new cases of EVD, including 25 deaths, were reported from the three countries as follows: Guinea, 0 new cases and 2 deaths; Liberia, 16 new cases with 9 deaths; and Sierra Leone 34 new cases and 14 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 6 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 844, including 518 deaths. The distribution and classification of the cases are as follows: Guinea, 408 cases (294 confirmed, 96 probable, and 18 suspected) and 307 deaths (195 confirmed, 96 probable, and 16 suspected); Liberia, 131 cases (63 confirmed, 30 probable, and 38 suspected) and 84 deaths (41 confirmed, 28 probable, and 15 suspected); and Sierra Leone, 305 cases (269 confirmed, 34 probable, and 2 suspected) and 127 deaths (114 confirmed, 11 probable, and 2 suspected).",http://www.who.int/csr/don/2014_07_07_ebola/en/
2014-07-08,Guinea,,1,2,409,309,,296,197,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 6 and 8 July 2014, 44 new cases of EVD, including 21 deaths, were reported from the three countries as follows: Guinea, 1 new case and 2 deaths; Liberia, 11 new cases with 4 deaths; and Sierra Leone 32 new cases and 15 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 8 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 888, including 539 deaths. The distribution and classification of the cases are as follows: Guinea, 409 cases (296 confirmed, 96 probable, and 17 suspected) and 309 deaths (197 confirmed, 96 probable, and 16 suspected); Liberia, 142 cases (70 confirmed, 32 probable, and 40 suspected) and 88 deaths (44 confirmed, 28 probable, and 16 suspected); and Sierra Leone, 337 cases (298 confirmed, 34 probable, and 5 suspected) and 142 deaths (127 confirmed, 11 probable, and 4 suspected).",http://www.who.int/csr/don/2014_07_10_ebola/en/
2014-07-08,Sierra Leone,,32,15,337,142,,298,127,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 6 and 8 July 2014, 44 new cases of EVD, including 21 deaths, were reported from the three countries as follows: Guinea, 1 new case and 2 deaths; Liberia, 11 new cases with 4 deaths; and Sierra Leone 32 new cases and 15 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 8 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 888, including 539 deaths. The distribution and classification of the cases are as follows: Guinea, 409 cases (296 confirmed, 96 probable, and 17 suspected) and 309 deaths (197 confirmed, 96 probable, and 16 suspected); Liberia, 142 cases (70 confirmed, 32 probable, and 40 suspected) and 88 deaths (44 confirmed, 28 probable, and 16 suspected); and Sierra Leone, 337 cases (298 confirmed, 34 probable, and 5 suspected) and 142 deaths (127 confirmed, 11 probable, and 4 suspected).",http://www.who.int/csr/don/2014_07_10_ebola/en/
2014-07-08,Liberia,,11,4,142,88,,70,44,,"New cases and deaths attributable to Ebola virus disease (EVD) continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 6 and 8 July 2014, 44 new cases of EVD, including 21 deaths, were reported from the three countries as follows: Guinea, 1 new case and 2 deaths; Liberia, 11 new cases with 4 deaths; and Sierra Leone 32 new cases and 15 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 8 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 888, including 539 deaths. The distribution and classification of the cases are as follows: Guinea, 409 cases (296 confirmed, 96 probable, and 17 suspected) and 309 deaths (197 confirmed, 96 probable, and 16 suspected); Liberia, 142 cases (70 confirmed, 32 probable, and 40 suspected) and 88 deaths (44 confirmed, 28 probable, and 16 suspected); and Sierra Leone, 337 cases (298 confirmed, 34 probable, and 5 suspected) and 142 deaths (127 confirmed, 11 probable, and 4 suspected).",http://www.who.int/csr/don/2014_07_10_ebola/en/
2014-07-12,Guinea,,6,3,406,304,,297,198,,"New cases and deaths attributable to EVD continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 8 – 12 July, 2014, 85 new cases of EVD, including 68 new deaths, were reported from the three countries as follows: Guinea, 6 new cases and 3 deaths; Liberia, 30 new cases with 13 deaths; and Sierra Leone 49 new cases and 52 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 12 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 964, including 603 deaths. The distribution and classification of the cases are as follows: Guinea, 406 cases (297 confirmed, 92 probable, and 17 suspected) and 304 deaths (198 confirmed, 92 probable, and 14 suspected); Liberia, 172 cases (70 confirmed, 41 probable, and 61 suspected) and 105 deaths (48 confirmed, 33 probable, and 24 suspected); and Sierra Leone, 386 cases (339 confirmed, 37 probable, and 10 suspected) and 194 deaths (151 confirmed, 38 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_15_ebola/en/
2014-07-12,Sierra Leone,,49,52,386,194,,339,151,,"New cases and deaths attributable to EVD continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 8 – 12 July, 2014, 85 new cases of EVD, including 68 new deaths, were reported from the three countries as follows: Guinea, 6 new cases and 3 deaths; Liberia, 30 new cases with 13 deaths; and Sierra Leone 49 new cases and 52 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 12 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 964, including 603 deaths. The distribution and classification of the cases are as follows: Guinea, 406 cases (297 confirmed, 92 probable, and 17 suspected) and 304 deaths (198 confirmed, 92 probable, and 14 suspected); Liberia, 172 cases (70 confirmed, 41 probable, and 61 suspected) and 105 deaths (48 confirmed, 33 probable, and 24 suspected); and Sierra Leone, 386 cases (339 confirmed, 37 probable, and 10 suspected) and 194 deaths (151 confirmed, 38 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_15_ebola/en/
2014-07-12,Liberia,,30,13,172,105,,70,48,,"New cases and deaths attributable to EVD continue to be reported by the Ministries of Health in the three West African countries of Guinea, Liberia, and Sierra Leone. Between 8 – 12 July, 2014, 85 new cases of EVD, including 68 new deaths, were reported from the three countries as follows: Guinea, 6 new cases and 3 deaths; Liberia, 30 new cases with 13 deaths; and Sierra Leone 49 new cases and 52 deaths. These numbers include laboratory-confirmed, probable, and suspect cases and deaths of EVD.

As of 12 July 2014, the cumulative number of cases attributed to EVD in the three countries stands at 964, including 603 deaths. The distribution and classification of the cases are as follows: Guinea, 406 cases (297 confirmed, 92 probable, and 17 suspected) and 304 deaths (198 confirmed, 92 probable, and 14 suspected); Liberia, 172 cases (70 confirmed, 41 probable, and 61 suspected) and 105 deaths (48 confirmed, 33 probable, and 24 suspected); and Sierra Leone, 386 cases (339 confirmed, 37 probable, and 10 suspected) and 194 deaths (151 confirmed, 38 probable, and 5 suspected).",http://www.who.int/csr/don/2014_07_15_ebola/en/
